afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort
2527,60810,,1,2015-04-16 10:00:00,17,22157,3,L 119,"Forslag til lov om sikkerhed ved elektriske anlæg, elektriske installationer og elektrisk materiel (elsikkerhedsloven).",Om elsikkerhedsloven.
2528,61181,,1,2015-04-16 10:00:00,17,22271,3,L 136,"Forslag til lov om ændring af sundhedsloven, lægemiddelloven og vævsloven. (Automatisk kronikertilskud, lægemiddelovervågning m.v.).","Om automatisk kronikertilskud, lægemiddelovervågning m.v."
2530,59886,,1,2015-04-16 10:00:00,17,22036,3,L 115,"Forslag til lov om ændring af lov om fremstilling, præsentation og salg af tobaksvarer. (Forbud mod salg af løs snus og lignende tobaksprodukter i Danmark).",Om forbud mod salg af løs snus og lignende tobaksprodukter i Danmark.
2534,62560,,1,2015-04-21 13:00:00,17,22604,3,L 145,"Forslag til lov om ændring af lov om Det Centrale Personregister. (Særlig adressebeskyttelse til personer, som udsættes for trusler mod deres person i forbindelse med æresrelaterede eller samlivsrelaterede konflikter m.v.).",Om særlig adressebeskyttelse til visse grupper af forfulgte personer.
2535,60797,,1,2015-04-21 13:00:00,17,22156,3,L 120,"Forslag til lov om ændring af lov om social service og lov om retssikkerhed og administration på det sociale område. (Faglig støtte til netværksplejefamilier m.fl., ændring af afgørelseskompetence i sager om ændring af anbringelsessted samt nedsættelse af alder for samtykke i afgørelser om ændring af anbringelsessted m.v.).","Om faglig støtte til netværksfamilier m.fl., ændring af afgørelseskompetence m.v."
2536,60748,,1,2015-04-21 13:00:00,17,22152,3,L 121,"Forslag til lov om ændring af adoptionsloven, lov om social service, forældreansvarsloven og lov om retssikkerhed og administration på det sociale område. (Lempelse af betingelserne for adoption uden samtykke m.v.).",Om lempelse af betingelserne for adoption uden samtykke m.v.
2537,62742,,1,2015-04-21 13:00:00,17,22618,3,L 148,"Forslag til lov om ændring af lov om Udbetaling Danmark og forskellige andre love. (Overførsel af myndighedsområder til Udbetaling Danmark og indførelse af beføjelser til, at Udbetaling Danmark kan foretage registersamkøringer på bl.a. kommunale ydelsesområder m.v.).","Om Udbetaling Danmark, registersamkøringer på bl.a. kommunale ydelsesområder m.v."
2538,62292,,1,2015-04-21 13:00:00,17,22506,3,L 139,"Forslag til lov om ændring af lov om friplejeboliger, lov om almene boliger m.v., lov om social service og lov om individuel boligstøtte. (Fri adgang til plejeboligmarkedet, ophævelse af krav om genudbud, ændring af afregningssystemet, pantsætningsforbud, forenkling af friplejeboligordningen m.v.).",Om forbedringer af friplejeboligloven m.v.
2539,63230,,1,2015-04-21 13:00:00,17,22784,3,L 161,Forslag til lov om ændring af lov om almene boliger m.v. og lov om individuel boligstøtte. (Kollektive bofællesskaber).,Om kollektive bofællesskaber.
2540,62690,,1,2015-04-21 13:00:00,17,22614,3,L 154,"Forslag til lov om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om kreditaftaler, lov om finansielle rådgivere, lov om pantebrevsselskaber, lov om realkreditlån og realkreditobligationer m.v. og forskellige andre love. (Ret til basal indlånskonto, gennemførelse af ændringer til gennemsigtighedsdirektivet, modernisering af reglerne for indsendelse af årsrapporter, udvidelse af forsikringsselskabers drift af anden virksomhed, præcisering af regulering af refinansieringsrisiko for realkreditobligationer m.v. og gennemførelse af boligkreditdirektivet m.v.).",Om ret til basal indlånskonto m.v.
2542,61140,,1,2015-04-21 13:00:00,17,22267,3,L 133,Forslag til lov om anlæg af motorvej syd om Regstrup.,Om anlæg af motorvej syd om Regstrup.
2543,62612,,1,2015-04-21 13:00:00,17,22608,3,L 143,Forslag til lov om ændring af lov om anlæg af en jernbanestrækning København-Ringsted over Køge. (Bemyndigelse til etablering af niveaufri udfletning ved Ny Ellebjerg med dertilhørende anlæg).,Om bemyndigelse til etablering af niveaufri udfletning ved Ny Ellebjerg.
2544,60771,,1,2015-04-21 13:00:00,17,22154,3,L 126,"Forslag til lov om ændring af lov om miljøbeskyttelse og lov om planlægning. (Bemyndigelse til at fastsætte regler om anmeldelse, om vilkår for etablering og drift og om sagsbehandling).",Om bemyndigelse til at fastsætte regler om anmeldelse m.v. i  lov om miljøbeskyttelse og lov om planlægning.
2545,62599,,1,2015-04-21 13:00:00,17,22607,3,L 155,Forslag til lov om ændring af lov om vandforsyning m.v. og lov om afgift af ledningsført vand. (Grundvandskortlægning efter 2015 og nedsættelse og forlængelse af bidrag til drikkevandsbeskyttelse m.v.).,Om grundvandkortlægning efter 2015.
2546,63504,,1,2015-04-21 13:00:00,17,22870,3,L 165,Forslag til lov om ændring af lov om planlægning. (Midlertidige opholdssteder til flygtninge).,Om midlertidige opholdssteder til flygtninge.
2547,61168,,1,2015-04-21 13:00:00,17,22270,3,L 134,"Forslag til lov om ændring af dyreværnsloven og lov om dyrlæger. (Forbud mod seksuel omgang eller seksuelle handlinger med dyr, forbud mod salg af hunde på markeder, avl af familie- og hobbydyr, ændret rådsstruktur m.v.).",Om at forbedre velfærden for hunde og øvrige familie- og hobbydyr m.v.
2551,63191,,1,2015-04-28 13:00:00,17,22781,3,L 159,Forslag til lov om ændring af lov om kommunal udligning og generelle tilskud til kommuner. (Nedsættelse af færgetakster for godstransport til og fra øer).,Om nedsættelse af færgetakster for godstransport til og fra øer.
2552,62573,,1,2015-04-28 13:00:00,17,22605,3,L 152,Forslag til lov om internationale sikkerhedsrettigheder i flymateriel.,Om internationale sikkerhedsrettigheder i flymateriel.
2553,59695,,1,2015-04-28 13:00:00,17,21985,3,L 112,Forslag til lov om ændring af lov om jordbrugets anvendelse af gødning og om plantedække. (Justering af reglerne om plantedække m.v.).,Om justering af reglerne om plantedække m.v.
2554,62638,,1,2015-04-28 13:00:00,17,22610,3,L 141,Forslag til lov om anlæg og drift af en fast forbindelse over Femern Bælt med tilhørende landanlæg i Danmark.,Om anlæg og drift af en fast forbindelse over Femern Bælt.
2555,62625,,1,2015-04-28 13:00:00,17,22609,3,L 142,"Forslag til lov om ændring af lov om Sund og Bælt Holding A/S, lov om projektering af fast forbindelse over Femern Bælt med tilhørende landanlæg i Danmark og selskabsskatteloven. (Ophævelse af særbestemmelser vedrørende skat).",Om projektering af fast forbindelse over Femern Bælt med tilhørende landanlæg i Danmark og selskabsskatteloven.
2556,38471,,1,2015-04-28 13:00:00,17,13014,3,L 35,"Forslag til lov om ændring af lov om apoteksvirksomhed og lov om tinglysning. (Friere adgang til oprettelse m.v. af apoteksfilialer, veterinærafdelinger og apoteksudsalg, ændret procedure for Sundhedsstyrelsens meddelelse af apotekerbevilling og bidrag ved ansættelse af sygehusapotekere, ophævelse af apotekeres adgang til statsgaranti ved lånoptagelse m.v.).",Om lov om apoteksvirksomhed.
2557,61209,,1,2015-04-28 13:00:00,17,22274,3,L 137,"Forslag til lov om ændring af lov om anvendelse af tvang i psykiatrien. (Fastlæggelse af mindreårige psykiatriske patienters retsstilling, indførelse af ny formålsbestemmelse, skærpede kriterier for tvangsfiksering, ændring af kriterierne for åbning og kontrol af post, undersøgelse af patientstuer og ejendele samt kropsvisitation m.v.).",Om fastlæggelse af mindreårige psykiatriske patienters retsstilling m.v.
2558,62677,,1,2015-04-28 13:00:00,17,22613,3,L 150,Forslag til lov om statstilskud til elintensive virksomheder.,Om statstilskud til elintensive virksomheder.
2559,62664,,1,2015-04-28 13:00:00,17,22612,3,L 151,Forslag til lov om ændring af lov om elforsyning. (Justering og udskydelse af engrosmodellen og udskydelse af leveringspligten).,Om justering og udskydelse af engrosmodellen og udskydelse af leveringspligten.
2560,62586,,1,2015-04-28 13:00:00,17,22606,3,L 144,Forslag til lov om ændring af lov om afgift af elektricitet og momsloven. (Tilpasninger til engrosmodellen m.v. og indførelse af omvendt betalingspligt på gas- og elmarkedet).,"Om tilpasninger til engrosmodellen m.v.
"
2564,60696,,1,2015-04-30 10:00:00,17,22148,3,L 130,Forslag til lov om kommunale internationale grundskoler.,Om kommunale internationale grundskoler.
2572,62757,,1,2015-05-07 10:00:00,17,22619,3,L 149,"Forslag til lov om ændring af SU-loven, lov om erhvervsakademiuddannelser og professionsbacheloruddannelser og lov om specialpædagogisk støtte ved videregående uddannelser. (Statens uddannelsesstøtte til supplering i forbindelse med adgangskurset til ingeniøruddannelserne, hjemmel til elektronisk at indhente oplysninger fra indkomstregisteret og til at samkøre og sammenstille oplysningerne i kontroløjemed m.v.).",Om statens uddannelsesstøtte til supplering i forbindelse med adgangskurset til ingeniøruddannelserne m.v.
2579,61194,,1,2015-05-12 13:00:00,17,22272,3,L 132,"Forslag til lov om ændring af lov om social service og lov om socialtilsyn. (Tilbud om anonym, ambulant behandling af stofmisbrugere m.v.).","Om tilbud om anonym, ambulant behandling af stofmisbrugere m.v."
2580,62279,,1,2015-05-12 13:00:00,17,22505,3,L 138,"Forslag til lov om ændring af lov om social service. (Udvidet og styrket indsats for kvinder på krisecentre og orienteringspligt for kvindekrisecentre, forsorgshjem og herberger m.v.).",Om udvidet og styrket indsats for kvinder på krisecentre m.v.
2581,63217,,1,2015-05-12 13:00:00,17,22783,3,L 162,Forslag til jernbanelov.,Om en jernbanelov.
2582,62651,,1,2015-05-12 13:00:00,17,22611,3,L 156,Forslag til lov om ændring af lov om udendørs hold af svin. (Ophævelse af revisionsbestemmelse).,Om ophævelse af revisionsbestemmelse.
2583,63924,,1,2015-05-12 13:00:00,17,22955,3,L 168,Forslag til lov om ændring af arkivloven. (Særlig regulering i arkivloven af Dansk AlmenMedicinsk Database (DAMD)).,Om særlig regulering i arkivloven af Dansk AlmenMedicinsk Database (DAMD).
2588,63543,,1,2015-05-12 00:00:00,17,22873,3,L 163,"Forslag til lov om ændring af lov om fremme af vedvarende energi, lov om tilskud til fremme af vedvarende energi i virksomheders produktionsprocesser og lov om elforsyning. (Ny ansøgningsprocedure og grænse på 500 kW for støtte til bl.a. solcelleanlæg og husstandsvindmøller, investeringstilskud og driftsstøtte til kraft-varme-værker, afregningsvilkår for Horns Rev 3 og ophævelse af treledstariffen m.v.).",Om ny ansøgningsprocedure og grænse for støtte til bl.a. solcelleanlæg og husstandsvindmøller m.v.
2591,63872,,1,2015-05-19 13:00:00,17,22951,3,L 169,Forslag til lov om ændring af lov om aktiv socialpolitik. (Justering af regler om tilskud til tandpleje m.v.).,Om justering af regler om tilskud til tandpleje m.v.
2592,63815,,1,2015-05-19 13:00:00,17,22946,3,L 176,Forslag til lov om en ordning for økonomisk risikoafdækning i forbindelse med geotermiboringer.,Om en ordning for økonomisk risikoafdækning i forbindelse med geotermiboringer.
2593,63828,,1,2015-05-19 13:00:00,17,22947,3,L 177,Forslag til lov om ændring af lov om varmeforsyning og byggeloven. (Kommuners adgang til varetagelse af varmeforsyningsvirksomhed samt bygningsopvarmning baseret på vedvarende energi m.v.).,Om kommuners adgang til varetagelse af varmeforsyningsvirksomhed m.v.
2594,64872,,1,2015-05-19 13:00:00,17,23127,3,L 185,Forslag til lov om ændring af udlændingeloven og lov om ferie. (Udmøntning af aftalen om en bedre au pair-ordning m.v.).,Om udmøntning af aftalen om en bedre au pair-ordning m.v.
2595,63939,,1,2015-05-19 13:00:00,17,22957,3,L 180,"Forslag til lov om ændring af lov om friskoler og private grundskoler m.v. og lov om efterskoler og frie fagskoler. (Tilskud til inklusion, specialundervisning og anden specialpædagogisk bistand på frie skoler og enkeltfagsprøve på frie fagskoler m.v.).","Om tilskud til inklusion, specialundervisning og anden specialpædagogisk bistand på frie skoler m.v."
2597,63517,,1,2015-05-19 13:00:00,17,22871,3,L 166,Forslag til lov om ændring af lov om vederlag og pension m.v. for ministre. (Forlængelse af perioden for midlertidig nedsættelse af grundvederlag til ministre).,Om forlængelse af perioden for midlertidig nedsættelse af grundvederlag til ministre.
2610,60836,,1,2015-05-21 10:00:00,17,22159,3,L 117,"Forslag til lov om ændring af årsregnskabsloven og forskellige andre love. (Reduktion af administrative byrder, tilpasning til de internationale regnskabsstandarder, gennemførelse af det nye regnskabsdirektiv og af ændringer til gennemsigtighedsdirektivet m.v.).","Om reduktion af administrative byrder, tilpasning til de internationale regnskabsstandarder, gennemførelse af det nye regnskabsdirektiv og af ændringer til gennemsigtighedsdirektivet m.v."
2619,63911,,1,2015-05-26 13:00:00,17,22954,3,L 178,"Forslag til lov om ændring af lov om udenrigstjenesten. (Ansættelse af tjenestemænd på åremål, ændring af proceduren for at stille en tjenestemand til rådighed, ophævelse af reglerne om notarialforretninger m.v.).",Om regulering af ansættelse af tjenestemænd på åremål i udenrigstjenesten m.v.
2620,62716,,1,2015-05-26 13:00:00,17,22616,3,L 153,"Forslag til lov om ændring af lov om detailsalg fra butikker m.v., lov om forbrugerbeskyttelse ved erhvervelse af fast ejendom m.v., lov om søfarendes ansættelsesforhold m.v., lov om kommuners og regioners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber og forskellige andre love og om ophævelse af lov om translatører og tolke og ophævelse af lov om dispachører. (Lempelse af dispensationsadgang for detailsalg på helligdage, afskaffelse af maksimalpriser i huseftersynsordningen, minimumsbeskyttelse af visse personkategorier om bord på skibe, afskaffelse af indberetningspligten for kommuners og regioners deltagelse i selskaber og afskaffelse af beskikkelsesordning for translatører og tolke samt for dispachører m.v.).",Om lempelse af dispensationsadgang for detailsalg på helligdage m.v.
2621,62703,,1,2015-05-26 13:00:00,17,22615,3,L 157,"Forslag til lov om ændring af lov om graveadgang og ekspropriation m.v. til telekommunikationsformål, lov om elektroniske kommunikationsnet og -tjenester og konkurrenceloven. (Fælles udnyttelse af passiv fysisk infrastruktur, forberedelse af bygninger til højhastighedsnet, krav til øget sikring af ikkediskrimination ved lancering af nye eller væsentligt ændrede detailprodukter, sektorspecifik fusionskontrol og gratis wifi til turismeformål m.v.).",Om fælles udnyttelse af passiv fysisk infrastruktur m.v.
2622,63841,,1,2015-05-26 13:00:00,17,22948,3,L 172,"Forslag til lov om ændring af selskabsloven, lov om visse erhvervsdrivende virksomheder, lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme og skattekontrolloven. (Gennemførelse af en del af initiativerne i skattelypakken på erhvervsområdet).",Om gennemførelse af en del af initiativerne i skattelypakken på erhvervsområdet.
2623,63952,,1,2015-05-26 13:00:00,17,22958,3,L 181,"Forslag til lov om ændring af lov om folkeskolen. (Indførelse af fælles prøve i fysik/kemi, biologi og geografi, ændring af bedømmelsesordning ved folkeskolens skriftlige prøver m.v.).","Om indførelse af fælles prøve i fysik/kemi, biologi og geografi m.v."
2624,63802,,1,2015-05-26 13:00:00,17,22945,3,L 174,"Forslag til lov om ændring af lov om godskørsel og lov om buskørsel. (Ansatte chauffører, ophævelse af chaufførudlånsordningen, aflønning af chaufførvikarer, udvidet anvendelse af overenskomstnævnet, ændring af domstolsprøvelse i visse sager m.v.).",Om anvendelse af egne chauffører m.v.
2625,63789,,1,2015-05-26 13:00:00,17,22944,3,L 175,Forslag til lov om anlæg af en ny Storstrømsbro og nedrivning af den eksisterende Storstrømsbro.,Om anlæg af en ny Storstrømsbro og nedrivning af den eksisterende Storstrømsbro.
2638,67003,,1,2015-08-26 13:00:00,17,27237,3,L 2,"Forslag til lov om ændring af lov om aktiv socialpolitik, lov om en aktiv beskæftigelsesindsats, integrationsloven og forskellige andre love. (Indførelse af en integrationsydelse, ændring af reglerne om ret til uddannelses- og kontanthjælp m.v.).","Om indførelse af en integrationsydelse, ændring af reglerne om ret til uddannelses- og kontanthjælp."
2639,67016,,1,2015-08-26 13:00:00,17,27238,3,L 5,Forslag til lov om ændring af ligningsloven. (Genindførelse af boligjobordningen).,Om genindførelse af boligjobordningen.
