afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_resume
2308,57573,,1,2014-12-11 10:00:00,17,21430,3,L 65,Forslag til lov om ændring af lov om åben uddannelse (erhvervsrettet voksenuddannelse) m.v. og lov om erhvervsrettet grunduddannelse og videregående uddannelse (videreuddannelsessystemet) for voksne. (Understøttelse af de videregående uddannelsesinstitutioners muligheder for mere og bedre videregående voksen- og efteruddannelse m.v.).,Om de videregående uddannelsesinstitutioners mulighed for mere og bedre videregående voksen- og efteruddannelse. ,"Lovforslaget skal sikre bedre adgang til videregående uddannelser for faglærte på de kunstneriske og på de maritime områder. Det er en opfølgning på aftalen om vækstpakken (initiativ 73) af 2. juli 2014 mellem regeringen (Socialdemokratiet og Radikale Venstre), Venstre, Dansk Folkeparti, Socialistisk Folkeparti, Enhedslisten og Det Konservative Folkeparti. 

Desuden er vækstpakken en udmøntning af en aftale mellem regeringen, LO og DA om VEU-pakken (voksen- og efteruddannelsespakken), som indebærer, at der skal gives mulighed for maritim og kunstnerisk efter- og videreuddannelse målrettet de faglærte. 

Med dette lovforslag bliver reguleringen af de maritime og kunstneriske uddannelser endvidere harmoniseret med Uddannelses- og Forskningsministeriets område."
2309,57547,,1,2014-12-11 10:00:00,17,21428,3,L 66,"Forslag til lov om ændring af universitetsloven og forskellige andre love. (Gennemsigtighed i valg af uddannelse, forsikring af gæsteforskere, krav til oversættelse af eksamensbeviser og midlertidig overgangsordning om supplering mellem bacheloruddannelse og kandidatuddannelse).","Om gennemsigtighed i valg af uddannelse, forsikring af gæsteforskere og oversættelse af eksamensbeviser m.v.   ","Loven er en opfølgning på vækstpakkeaftalen af 2. juli 2014 mellem regeringen (Socialdemokratiet og Radikale Venstre), Venstre, Dansk Folkeparti, Socialistisk Folkeparti, Enhedslisten og Det Konservative Folkeparti vedrørende initiativ nr. 79, hvis mål er at skabe et nemt digitalt overblik over uddannelsesvalg for den enkelte borger, herunder både information om kvalitet og relevans og i den forbindelse oplysninger om beskæftigelsesmuligheder. 

Der skal indsamles personoplysninger om alle studerende på alle uddannelser, hvoraf det fremgår, hvordan de studerende vurderer kvaliteten og relevansen af undervisningen, herunder også relevansen i forhold til beskæftigelsesmuligheder. 

Derudover udvides den statslige selvforsikring til også at dække ikkeansatte gæsteforskere på de danske uddannelsesinstitutioner. Endelig får ministeren bemyndigelse til at kræve oversættelse af eksamenspapirer ved ansøgning om optagelse på en videregående uddannelse. 

Ministeren fremsatte fire ændringsforslag til lovforslaget, som giver universiteterne mulighed for at udbyde enkeltfag fra en bacheloruddannelse med henblik på at opfylde adgangskrav til en kandidatuddannelse. Ændringsforslagene blev vedtaget."
2310,38406,,1,2014-12-11 10:00:00,17,13009,3,L 24,Forslag til lov om videregående kunstneriske uddannelsesinstitutioner under Kulturministeriet.,Om videregående kunstneriske uddannelsesinstitutioner under Kulturministeriet.,"Formålet med lovforslaget er at gennemføre en modernisering af lovgrundlaget for de videregående kunstneriske uddannelsesinstitutioner under Kulturministeriet. Med lovforslaget udskilles reguleringen af Kulturministeriets videregående kunstneriske uddannelsesinstitutioner fra reguleringen af de videregående kunstneriske uddannelsesinstitutioner under Uddannelses- og Forskningsministeriet. Der skabes samtidig lovgivningsmæssigt grundlag for Kulturministeriets videregående scenekunstuddannelsers overgang til en bachelor- og kandidatstruktur og for etablering af en ny landsdækkende videregående scenekunstuddannelsesinstitution med en fælles rektor. 

Det foreslås, at loven træder i kraft den 1. januar 2015."
2312,53160,,1,2014-12-11 10:00:00,17,19585,3,L 39,Forslag til lov om ændring af lov om byfornyelse og udvikling af byer. (Øgede muligheder for at sikre gode boligsociale rammer både på land og i by m.v.).,Om øgede muligheder for at sikre gode boligsociale rammer både på land og i by m.v. ,"Forslaget indeholder en række tiltag, der har til formål, at byfornyelsen også i fremtiden giver kommunerne de rigtige redskaber til at sikre gode boligsociale forhold både på land og i by. Forslaget indeholder en række elementer, bl.a. styrkelse af områdefornyelse, ny mulighed for støtte til opkøb og nedrivning af tomme erhvervsejendomme i byer med over 3.000 og under 10.000 indbyggere, ny mulighed for indretning af midlertidige byrum, forbedrede støttemuligheder til ejer- og andelsboligejendomme, forbedrede støttemuligheder til istandsættelse af forsamlingshuse og lign., udvidelse af lovens anvendelsesområde til at omfatte ejendomme opført før 1960, ny mulighed for kommunal garanti for byggelån og endelige lån ved ejer- og andelsboliger og administrative lettelser for kommunerne samt forstærket vejledningsindsats over for kommunerne. 

Forslaget skal ses i sammenhæng med forlængelsen af pulje til landsbyfornyelse."
2313,54277,,1,2014-12-11 10:00:00,17,20245,3,L 47,Forslag til lov om ændring af lov om andelsboligforeninger og andre boligfællesskaber og lejeloven. (Skærpede krav til stiftelse af andelsboligforeninger m.v.).,Om skærpede krav til stiftelse af andelsboligforeninger m.v.,"I 2013 indførte regeringen regler, der sikrer større gennemsigtighed ved handel med andelsboliger. Forslaget indeholder en række yderligere initiativer, der har til formål at sikre tilliden til andelsboligmarkedet. 

Hovedformålet med forslaget er at sikre, at andelsboligforeninger fremover stiftes på et solidt økonomisk fundament, og at der skabes større gennemsigtighed om økonomien for de potentielle andelshavere, der vil være med til at stifte andelsboligforeningen. 

Lovforslaget indeholder tre elementer: en skærpelse af kravene til stiftelse af private andelsboligforeninger, en udvidelse af pligten til at indberette finansielle nøgleoplysninger om lån ydet til andelsboligforeninger til at omfatte andre långivere end penge- og realkreditinstitutter og indførelse af obligatorisk CVR-registrering af andelsboligforeninger."
2314,38159,,1,2014-12-11 10:00:00,17,12990,3,L 31,Forslag til lov om ændring af lov om jagt og vildtforvaltning. (Styrkelse af vildtudbytteindberetning m.v.).,Om styrkelse af vildtudbytteindberetning m.v.,"Lovforslagets hovedformål er at styrke vildtudbytteindberetningen. Der er i dag pligt til at indberette vildtudbytte, men indberetningsprocenten vurderes at være for lav. Med lovforslaget sammenkædes fornyelse af jagttegn derfor med indberetningen. Hvis der ikke er indberettet vildtudbytte, kan jagttegnet ikke fornys. 

Vildtindberetningen indgår i det datagrundlag, som anvendes i vurderingen af vildtbestandenes udvikling i Danmark. Vildtforvaltningsrådet har anbefalet, at lovgrundlaget ændres for at opnå en højere indberetningsprocent. Sammenkædningen af indberetningen af vildtudbytte med fornyelsen af jagttegn betyder samtidig, at muligheden for at straffe for manglende vildtudbytteindberetning afskaffes.
"
2398,54093,,1,2014-12-18 10:00:00,17,12710,3,L 1,Forslag til finanslov for finansåret 2015.,Om finanslov for finansåret 2015.,Finansloven fastlægger størrelsen og fordelingen af de samlede statslige udgifter og indtægter for finansåret 2015. Loven indeholder endvidere overslag over statens udgifter for de efterfølgende 3 år. I forbindelse med 3. behandling af forslaget blev der vedtaget en lang række ændringsforslag stillet af finansministeren.
2399,37220,,1,2014-12-18 10:00:00,17,12713,3,L 2,"Forslag til lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2018.","Om udgiftslofter for stat, kommuner og regioner for finansåret 2018.","Loven fastlægger de konkrete niveauer for udgiftslofter for stat, kommuner og regioner for finansåret 2018. Det følger af budgetloven, at lovforslaget om fastsættelse af udgiftslofter for det fjerde af de følgende finansår skal fremsættes sammen med finanslovforslaget.  "
2400,37233,,1,2014-12-18 10:00:00,17,12714,3,L 3,"Forslag til lov om ændring af lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansårene 2014-2017. (Konsekvenser af aftaler om vækstpakke 2014 m.v.).","Om udgiftslofter for stat, kommuner og regioner for finansårene 2014-2017. ","Loven ændrer de konkrete niveauer for udgiftslofter for stat, kommuner og regioner for finansårene 2015, 2016 og 2017. Lovforslaget var en opfølgning på aftalerne om »Vækstpakke 2014«, der blev indgået i juli 2014.  "
2401,59307,,1,2014-12-18 10:00:00,17,21903,3,L 58 A,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om arbejdsløshedsforsikring m.v. og forskellige andre love. (Reform af beskæftigelsesindsatsen, et fælles og intensiveret kontaktforløb, uddannelsesløft, styrket rådighed og målretning af virksomhedsrettede tilbud m.v.).","Om reform af beskæftigelsesindsatsen, et fælles og intensiveret kontaktforløb, uddannelsesløft m.v.  ","Ved ændringsforslag vedtaget i forbindelse med 2. behandling den 16. december 2014 blev lovforslag L 58, Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om arbejdsløshedsforsikring m.v. og forskellige andre love (Reform af beskæftigelsesindsatsen, et fælles og intensiveret kontaktforløb, uddannelsesløft, styrket rådighed og målretning af virksomhedsrettede tilbud m.v.) delt i to dele: L 58 A og L 58 B.

Lovforslag L 58 A indeholder de ændringer, der udmønter beskæftigelsesreformen, og som vedrører reformen af beskæftigelsesindsatsen, kontaktforløb, uddannelsesløft, styrket rådighed og målrettede virksomhedsrettede tilbud.

Lovforslag L 58 B handler om de ændringer, der ikke er en del af forliget vedrørende beskæftigelsesreformen. Det handler bl.a. om joblog, fleksjobvisiteredes ret til 6 ugers jobrettet uddannelse og sanktion ved udeblivelse fra tilbud.

Både L 58 A og L 58 B blev vedtaget ved 3. behandling den 18. december 2014. 

"
2402,59310,,1,2014-12-18 10:00:00,17,21904,3,L 58 B,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats og lov om aktiv socialpolitik. (Joblog, sanktion ved udeblivelse fra tilbud samt 6 ugers jobrettet uddannelse for modtagere af ledighedsydelse).","Om Joblog, sanktion ved udeblivelse fra tilbud samt 6 ugers jobrettet uddannelse for modtagere af ledighedsydelse.  ","Ved ændringsforslag vedtaget i forbindelse med 2. behandling den 16. december 2014 blev lovforslag L 58, Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om arbejdsløshedsforsikring m.v. og forskellige andre love (Reform af beskæftigelsesindsatsen, et fælles og intensiveret kontaktforløb, uddannelsesløft, styrket rådighed og målretning af virksomhedsrettede tilbud m.v.) delt i to dele: L 58 A og L 58 B.

Lovforslag L 58 A indeholder de ændringer, der udmønter beskæftigelsesreformen, og som vedrører reformen af beskæftigelsesindsatsen, kontaktforløb, uddannelsesløft, styrket rådighed og målrettede virksomhedsrettede tilbud.

Lovforslag L 58 B handler om de ændringer, der ikke er en del af forliget vedrørende beskæftigelsesreformen. Det handler bl.a. om joblog, fleksjobvisiteredes ret til 6 ugers jobrettet uddannelse og sanktion ved udeblivelse fra tilbud.

Både L 58 A og L 58 B blev vedtaget ved 3. behandling den 18. december 2014. 

"
2403,57599,,1,2014-12-18 10:00:00,17,21432,3,L 59,Forslag til lov om organisering og understøttelse af beskæftigelsesindsatsen m.v.,Om organisering og understøttelse af beskæftigelsesindsatsen m.v.,"Lovforslagets formål er at fastlægge ansvaret for organisering og understøttelse af beskæftigelsesindsatsen efter lov om en aktiv beskæftigelsesindsats, lov om aktiv socialpolitik, lov om sygedagpenge, lov om kompensation til handicappede i erhverv m.v. og integrationsloven og at fastlægge rammerne for den statslige it-understøttelse af beskæftigelsesindsatsen og for registrering, indberetning og videregivelse af oplysninger om beskæftigelsesindsatsen. 

Den organisatoriske struktur på beskæftigelsesområdet fastholdes uændret. Kommunalbestyrelsen beholder således myndighedsansvaret for den aktive beskæftigelsesindsats i kommunerne og skal sørge for, at jobcenteret varetager beskæftigelsesindsatsen. Med lovforslaget afbureaukratiseres arbejdsprocesser i kommunerne, for så vidt angår beskæftigelsespolitiske mål og beskæftigelsesplaner, afskaffelse af organisatoriske bindinger og afskaffelse af kvote- og sanktionssystemet for offentlige løntilskudspladser. Kommunernes virksomhedsservice styrkes, og der indføres koordineret virksomhedskontakt på tværs af kommunerne. 

Staten skal bl.a. som led i den statslige styring varetage opgaverne med at understøtte implementering i kommunerne af reformer og understøtte udvikling af beskæftigelsesindsatsen i den enkelte kommune og på tværs af kommunerne. Staten opretter endvidere et nationalt kontaktpunkt som led i det styrkede servicekoncept for virksomhederne. 

Som noget nyt oprettes otte regionale arbejdsmarkedsråd med partsrepræsentation, der får til opgave at sikre koordination og samarbejde om beskæftigelsesindsatsen på tværs af kommuner og mellem kommuner og arbejdsløshedskasser. De 94 lokale beskæftigelsesråd og de 4 regionale beskæftigelsesråd nedlægges. 

Lovforslaget er et led i udmøntningen af det forlig om reform af beskæftigelsesindsatsen, som blev indgået den 18. juni 2014 af regeringen (Socialdemokraterne og Radikale Venstre), Venstre, Dansk Folkeparti og Det Konservative Folkeparti. Lovforslaget skal ses i sammenhæng med det samtidig fremsatte lovforslag L 58 om en aktiv beskæftigelsesindsats, lov om arbejdsløshedsforsikring m.v. og forskellige andre love."
2404,57664,,1,2014-12-18 10:00:00,17,21437,3,L 60,Forslag til lov om ændring af lov om forbud mod forskelsbehandling på arbejdsmarkedet m.v. (Ophævelse af 70-årsgrænse m.v.).,Om ophævelse af 70-årsgrænse m.v.,"Lovforslaget har til formål at fjerne barrierer i forskelsbehandlingsloven for, at ældre lønmodtagere kan blive på arbejdsmarkedet, såfremt de har evnerne, muligheden og viljen til det. På den baggrund ophæves muligheden for pligtmæssig fratræden, når en lønmodtager fylder 70 år eller mere, både i individuelle aftaler og kollektive overenskomster. Med lovforslaget bliver bestemmelser i individuelle aftaler, som medfører automatisk fratræden ved 70 år eller mere, ugyldige pr. 1. januar 2016."
2405,57651,,1,2014-12-18 10:00:00,17,21436,3,L 61,"Forslag til lov om ændring af udlændingeloven, integrationsloven og lov om Det Centrale Personregister. (Reform af international rekruttering m.v.).",Om reform af international rekruttering m.v.,"Forslaget går ud på, at rekrutteringen af højtkvalificeret udenlandsk arbejdskraft styrkes, bl.a. ved forslag om indførelse af en ny fasttrackordning og indførelse af en forsøgsordning, »Start-Up Denmark«, for selvstændigt erhvervsdrivende, at forskere skal have enklere og lettere adgang til Danmark, og at greencardordningen målrettes. Herudover skal internationale dimittender have mulighed for at ansøge om et etableringskort, og samtidig begrænses internationale dimittenders ret til dagpenge. 

Forslaget udmønter dele af aftale indgået mellem regeringen (Socialdemokratiet og Radikale Venstre), Venstre, Dansk Folkeparti, Socialistisk Folkeparti, Liberal Alliance og Det Konservative Folkeparti den 26. juni 2014 om en reform af international rekruttering, »Lettere adgang til højtkvalificeret arbejdskraft«."
