afstemningid,sagstrinid,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_titel_en
6711,195226,1,2018-11-15 00:00:00,17,77282,3,L 33,Forslag til lov om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomsten mellem Danmark og Nederlandene.,Om  indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomsten mellem Danmark og Nederlandene.,Proposal for a law on the conclusion of the Protocol amending the double taxation agreement between Denmark and the Netherlands.
6712,195239,1,2018-11-15 00:00:00,17,77283,3,L 34,Forslag til lov om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomst mellem de nordiske lande.,Om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomst mellem de nordiske lande.,Proposal for a law on the conclusion of the Protocol amending the double taxation convention between the Nordic countries.
6713,194585,1,2018-11-20 00:00:00,17,77231,3,L 48,Forslag til lov om elektronisk fakturering ved offentlige udbud.,Om elektronisk fakturering ved offentlige udbud.,Draft law on electronic invoicing in public procurement.
6714,194667,1,2018-11-20 00:00:00,17,77239,3,L 49,"Forslag til lov om ændring af varemærkeloven og forskellige andre love og om ophævelse af fællesmærkeloven. (Behandling af ansøgninger, registreringshindringer, gengivelse af varemærker, varer i transit, overførsel af gebyrindtægter m.v.).",Om behandling af ansøgninger efter varemærkeloven og forskellige andre love og om ophævelse af fællesmærkeloven m.v.,"Proposal for a law amending the Trade Marks Act and various other laws and repealing the Common Marks Act (Provision of applications, grounds for refusal, reproduction of trademarks, transit goods, transfer of fees, etc.)."
6715,194652,1,2018-11-20 00:00:00,17,77237,3,L 50,Forslag til lov om ændring af lov om Dansk Internationalt Skibsregister. (Overenskomstdækning ved offshoreaktiviteter på skibe på dansk søterritorium og kontinentalsokkelområde).,Om overenskomstdækning ved offshoreaktiviteter på skibe på dansk søterritorium og kontinentalsokkelområde.,Proposal for a law amending the Law on the Danish International Ship Register. (Surveillance coverage for offshore activities on ships on Danish territorial sea and continental shelf area).
6719,194940,1,2018-11-22 00:00:00,17,77260,3,L 9,Forslag til lov om ændring af lov om ægteskabs indgåelse og opløsning og udlændingeloven. (Forbud mod proformaægteskab og Nationalt ID-centers rolle og funktioner m.v.).,Om forbud mod proformaægteskab og om Nationalt ID-centers rolle og funktioner m.v.,"Proposal for a law amending the law on the conclusion and dissolution of marriages and the Aliens Act. ( Prohibiting pro-form marriage and the role and functions of the National ID centre, etc.)."
6720,195018,1,2018-11-22 00:00:00,17,77266,3,L 38,"Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om leje. (Nye kriterier for udsatte boligområder og ghettoområder, initiativer til udvikling eller afvikling af ghettoområder, skærpelse af anvisnings- og udlejningsregler, ophævelse af lejekontrakt på grund af kriminalitet m.v.).",Om nye kriterier for udsatte boligområder og ghettoområder m.v.,"Proposal for a law amending the General Housing Act, the General Housing Act and the Rent Act (New criteria for vulnerable residential and ghetto areas, initiatives for the development or dismantling of ghetto areas, tightening of authorising and rental rules, termination of rental contracts due to crime, etc.)."
6721,195096,1,2018-11-22 00:00:00,17,77272,3,L 57,Forslag til lov om et nationalt naturfagscenter.,Om et nationalt naturfagscenter.,Proposal for a law on a national science centre.
6722,195135,1,2018-11-22 00:00:00,17,77275,3,L 59,Forslag til lov om ændring af lov om folkeskolen. (Mulighed for at oprette talentklasser i musik og integrerede biblioteker).,Om mulighed for at oprette talentklasser i musik og om integrerede biblioteker.,Draft law amending the law on primary school. (Possibility of creating talent classes in music and integrated libraries).
6725,195252,1,2018-11-27 00:00:00,17,77284,3,L 23,"Forslag til lov om ændring af lov om elektroniske kommunikationsnet og -tjenester. (Kommuners tilskud til udrulning af elektroniske kommunikationsnet, tildeling af koder til machine to machine-kommunikation (m2m-kommunikation) og ophævelse af regler om Bredbåndsgarantiordningen).",Om kommuners tilskud til udrulning af elektroniske kommunikationsnet m.v.,Proposal for a law amending the law on electronic communications networks and services.
6726,195278,1,2018-11-27 00:00:00,17,77286,3,L 24,Forslag til lov om supplerende bestemmelser til forordning om opstilling af rammer for energimærkning m.v. (produktenergimærkningsloven).,Om supplerende bestemmelser til forordning om opstilling af rammer for energimærkning m.v. (produktenergimærkningsloven).,"Proposal for a law supplementing the regulation establishing a framework for energy labelling, etc. (Product Energy Labelling Act)."
6727,194810,1,2018-11-27 00:00:00,17,77250,3,L 53,"Forslag til lov om ændring af lov om hold af dyr. (Smittebeskyttelse, forenkling af reglerne om sundhedsrådgivning og påbud om rådgivning om Salmonella Dublin).","Om smittebeskyttelse, forenkling af reglerne om sundhedsrådgivning i lov om hold af dyr.","Proposal for a law amending the law on animal welfare (infectious protection, simplification of the rules on health advice and advice for Salmonella Dublin)."
6728,195304,1,2018-11-27 00:00:00,17,77288,3,L 61,"Forslag til lov om ændring af sundhedsloven, lov om lægemidler, lov om apoteksvirksomhed og lov om medicinsk udstyr. (Kontrolforanstaltninger mod poliovirus og andre biologiske stoffer, opsplitning af lægemiddelpakninger til veterinær brug og gebyr for visse opgaver vedrørende medicinsk udstyr m.v.).",Om kontrolforanstaltninger mod poliovirus og andre biologiske stoffer m.v.,"Proposal for a Law amending the Law on Health, the Law on Medicinal Products, the Law on Pharmacy and the Law on Medical Devices. (Control measures against poliovirus and other biological substances, fragmentation of pharmaceutical packages for veterinary use and fees for certain medical device tasks, etc.)."
6729,195343,1,2018-11-27 00:00:00,17,77291,3,L 62,"Forslag til lov om ændring af lov om forsøgsordning med medicinsk cannabis og lov om euforiserende stoffer. (Eksport af cannabisbulk, brug af pesticider, kontraktudlægning, tilskudsordning, gebyrer m.v.).",Om tilskudsordning i tilknytning til forsøgsordning med medicinsk cannabis m.v.,"Proposal for a law amending the law on the experimental scheme of medical cannabis and the law on drugs (export of cannabisbulk, use of pesticides, contract placement, subsidy scheme, fees, etc.)."
6730,195382,1,2018-11-27 00:00:00,17,77294,3,L 63,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, lov om apoteksvirksomhed, sundhedsloven og forskellige andre love. (Autorisation af ambulancebehandlere og registrering af ambulancebehandlere med særlig kompetence (paramedicinere), opgavespecifik autorisation af behandlerfarmaceuter, genordination af receptpligtig medicin, ordination af dosisdispensering med tilskud, organisatorisk ansvar m.v.).",Om autorisation af ambulancebehandlere m.v.,"Proposal for a law amending the Law on the Authorisation of Health Careers and on Healthcare Services, the Law on Pharmacy, the Health Act and various other laws. (Autorisation of ambulance dealers and registration of ambulance dealers with special competence (paramedics), task-specific authorization of pharmacists, reordination of prescription medicines, prescription dispensation with supplements, organisational responsibility, etc.)."
6731,195395,1,2018-11-27 00:00:00,17,77295,3,L 64,Forslag til lov om ændring af sundhedsloven. (Indførelse af forsøgsordning med risikodeling i medicintilskudssystemet).,Om indførelse af forsøgsordning med risikodeling i medicintilskudssystemet.,Proposal for a law amending the Health Act. (Introduction of a risk-sharing experimental scheme in the medical allowance system).
6732,197635,1,2018-11-27 00:00:00,17,77968,3,L 65 A,Forslag til lov om ændring af lov om lægemidler. (Flytning af inspektionsopgaver fra Lægemiddelstyrelsen til Sikkerhedsstyrelsen).,Om flytning af inspektionsopgaver fra Lægemiddelstyrelsen til Sikkerhedsstyrelsen m.v.,Proposal for a law amending the law on medicinal products. (Moving inspection tasks from the Danish Medicines Agency to the Danish Safety Authority).
6733,197639,1,2018-11-27 00:00:00,17,77969,3,L 65 B,Forslag til lov om ændring af lov om forbud mod salg af tobak og alkohol til personer under 18 år og lov om elektroniske cigaretter m.v. (Tilførsel af kontrolopgave til Sikkerhedsstyrelsen).,Om tilførsel af kontrolopgave til Sikkerhedsstyrelsen.,"Proposal for a law amending the Law prohibiting the sale of tobacco and alcohol to persons under 18 years of age and the Law on electronic cigarettes, etc. (Submission of control tasks to the Security Authority)."
6738,195330,1,2018-11-29 00:00:00,17,77290,3,L 25,Forslag til lov om ændring af kildeskatteloven og forskellige andre love. (Initiativer mod sort arbejde m.v.).,Om initiativer mod sort arbejde m.v.,"Proposal for a law amending the Law on withholding tax and various other laws (Initiatives against undeclared work, etc.)."
6739,195356,1,2018-11-29 00:00:00,17,77292,3,L 26,Forslag til aktiesparekontolov.,Om aktiesparekonto.,Suggested share-saving account law.
6740,197845,1,2018-11-29 00:00:00,17,78025,3,L 29 A,"Forslag til lov om ændring af emballageafgiftsloven, lov om registrering af køretøjer og forskellige andre love og om ophævelse af lov om tilskud til visse miljøvenlige lastbiler. (Indførelse af bagatelgrænser i visse afgiftslove, udvidelse af bemyndigelsesbestemmelsen for terminaladgang til Køretøjsregisteret, undtagelse for udligningsafgift for visse påhængskøretøjer, udskydelse af tidspunkt for offentliggørelse og anvendelse af standardkontrakter ved leasing m.v.).",Om indførelse af bagatelgrænser i visse afgiftslove m.v.,"Proposal for a law amending the Packaging Tax Act, the Act on the Registration of Vehicles and various other laws and repealing the Law on Subsidies for Certain Environmentally-friendly Trucks. (Inclusion of de minimis limits in certain tax laws, extension of the authorisation clause for terminal access to the Vehicle Register, exemption from countervailing charges for certain trailers, postponement of the date of publication and application of standard contracts for leasing, etc.)."
6741,197851,1,2018-11-29 00:00:00,17,78024,3,L 29 B,Forslag til lov om ændring af emballageafgiftsloven og opkrævningsloven og om ophævelse af pvc-afgiftsloven. (Ophævelse af pvc-afgiften og emballageafgiften på pvc-folier).,Om ophævelse af pvc-afgiften og emballageafgiften på pvc-folier.,Proposal for a law amending the Packaging Tax Act and the Collection Act and repealing the PVC Tax Act.
6742,197856,1,2018-11-29 00:00:00,17,78029,3,L 30 A,Forslag til lov om ændring af kildeskatteloven. (Afbureaukratisering af forskerskatteordningen).,Om forskerskatteordningen.,Proposal for a law amending the Law on withholding tax. (Debureaucratisation of the researcher tax scheme).
6743,197861,1,2018-11-29 00:00:00,17,78028,3,L 30 B,"Forslag til lov om ændring af kildeskatteloven, lov om skattenedslag for seniorer, ligningsloven og lov om forsøg med et socialt frikort. (Genoptagelse af afgørelser om skattenedslag og indførelse af skattefrihed for godtgørelse til thalidomidofre m.v.).",Om genoptagelse af afgørelser om skattenedslag og skattefrihed for godtgørelse til thalidomidofre m.v.,"Proposal for a law amending the withholding tax law, the law on tax reductions for seniors, the law on equations and the law on social free card experiments. (Resume decisions on tax reductions and the introduction of tax exemption for compensation for thalidomide victims, etc.)."
6744,195070,1,2018-11-29 00:00:00,17,77270,3,L 35,Forslag til lov om ændring af lov om folkehøjskoler. (Tilladelse til at fravige lovens krav om gennemførelse af lange kurser (seniorhøjskoler) m.v.).,Om tilladelse for seniorhøjskoler til at fravige lovens krav om gennemførelse af lange kurser m.v.,Proposal for a law amending the Law on folk high schools. (Authorization to derogate from the requirements of the law for the implementation of long courses (senior colleges) etc.).
