afstemningid,sag_titel,sag_titel_en,dato
2515,"Forslag til lov om ændring af lov om anvendelse af Danmarks undergrund. (Gennemførelse af offshoresikkerhedsdirektivet, subsidiært ansvar for afvikling af anlæg, plan for afvikling af anlæg, sikkerhedsstillelse, forlængelse af geotermitilladelser, beredskab for forsyningsmæssige forhold, forsikring, digital kommunikation m.v.).","Proposal for a law amending the Law on the Use of Denmark's Underground. (Implementation of the offshore safety directive, subsidiary responsibility for the decommissioning of installations, plan for the decommissioning of installations, collateralisation, extension of geothermal permits, preparedness for supply, insurance, digital communications, etc.).",2015-04-07 13:00:00
2518,Forslag til lov om ændring af lov om dansk indfødsret. (Overgang til obligatorisk digital selvbetjening ved ansøgning om dansk indfødsret ved naturalisation m.v.).,"Draft law amending the law on Danish citizenship. (Translation to compulsory digital self-service by application for Danish citizenship by naturalisation, etc.).",2015-04-14 13:00:00
2523,Forslag til lov om ændring af lov om fremme af dopingfri idræt og ligningsloven. (Bekæmpelse af manipulation af idrætskonkurrencer).,Proposal for a law amending the law on the promotion of drug-free sport and the law on equations.,2015-04-16 10:00:00
2524,Forslag til lov om ændring af lov om maritime uddannelser og lov om vurdering af udenlandske uddannelseskvalifikationer m.v. (Harmonisering af visse regler for de maritime uddannelser).,"Proposal for a law amending the Law on Maritime Training and the Law on the Assessment of Foreign Educational Qualifications, etc. (Harmonisation of certain rules governing maritime training).",2015-04-16 10:00:00
2525,Forslag til lov om ændring af lov om en rejsegarantifond. (Dækning af tab ved køb af flyrejser i tilfælde af rejseudbyderens konkurs m.v.).,"Proposal for a law amending the law on a travel guarantee fund (Crediting of losses in the purchase of flights in the event of bankruptcy of the travel provider, etc.).",2015-04-16 10:00:00
2527,"Forslag til lov om sikkerhed ved elektriske anlæg, elektriske installationer og elektrisk materiel (elsikkerhedsloven).","Proposal for a law on the safety of electrical installations, electrical installations and electrical equipment (the Electricity Safety Act).",2015-04-16 10:00:00
2528,"Forslag til lov om ændring af sundhedsloven, lægemiddelloven og vævsloven. (Automatisk kronikertilskud, lægemiddelovervågning m.v.).","Proposal for a law amending the Law on Health, Medicines and Tissues (Automatic Chronic Supplements, Pharmacovigilance, etc.).",2015-04-16 10:00:00
2530,"Forslag til lov om ændring af lov om fremstilling, præsentation og salg af tobaksvarer. (Forbud mod salg af løs snus og lignende tobaksprodukter i Danmark).","Proposal for a law amending the law on the manufacture, presentation and sale of tobacco products.",2015-04-16 10:00:00
2534,"Forslag til lov om ændring af lov om Det Centrale Personregister. (Særlig adressebeskyttelse til personer, som udsættes for trusler mod deres person i forbindelse med æresrelaterede eller samlivsrelaterede konflikter m.v.).","Draft law amending the Central Register of Persons. (Special address protection for persons exposed to threats to their individual in connection with honour-related or cohabitation-related conflicts, etc.).",2015-04-21 13:00:00
2535,"Forslag til lov om ændring af lov om social service og lov om retssikkerhed og administration på det sociale område. (Faglig støtte til netværksplejefamilier m.fl., ændring af afgørelseskompetence i sager om ændring af anbringelsessted samt nedsættelse af alder for samtykke i afgørelser om ændring af anbringelsessted m.v.).","Draft law amending the Law on Social Services and the Law on Legal Security and Administration in the Social Field. (Provisional support for network care families, etc., modification of decision-making powers in cases of change of location and reduction of age for consent in decisions to change location, etc.).",2015-04-21 13:00:00
2536,"Forslag til lov om ændring af adoptionsloven, lov om social service, forældreansvarsloven og lov om retssikkerhed og administration på det sociale område. (Lempelse af betingelserne for adoption uden samtykke m.v.).","Proposal for a law amending the adoption law, social services law, parental responsibility law and the law on legal certainty and administration in the social field (Simplifying the conditions for adoption without consent, etc.).",2015-04-21 13:00:00
2537,"Forslag til lov om ændring af lov om Udbetaling Danmark og forskellige andre love. (Overførsel af myndighedsområder til Udbetaling Danmark og indførelse af beføjelser til, at Udbetaling Danmark kan foretage registersamkøringer på bl.a. kommunale ydelsesområder m.v.).",Proposal for a law amending the Law on Disbursement Denmark and various other laws. (Transfer of jurisdictions to Disbursement Denmark and introduction of powers to enable Payout Denmark to carry out register collaborations in areas such as municipal benefits etc.).,2015-04-21 13:00:00
2538,"Forslag til lov om ændring af lov om friplejeboliger, lov om almene boliger m.v., lov om social service og lov om individuel boligstøtte. (Fri adgang til plejeboligmarkedet, ophævelse af krav om genudbud, ændring af afregningssystemet, pantsætningsforbud, forenkling af friplejeboligordningen m.v.).","Proposal for a law amending the law on free-care homes, the law on general housing etc., the law on social services and the law on individual housing subsidies (free access to the nursing housing market, abolition of requirements on re-supply, change of settlement system, ban on pledges, simplification of the free-care housing scheme, etc.).",2015-04-21 13:00:00
2539,Forslag til lov om ændring af lov om almene boliger m.v. og lov om individuel boligstøtte. (Kollektive bofællesskaber).,"Proposal for a law amending the law on general housing, etc. and the law on individual housing aid.",2015-04-21 13:00:00
2540,"Forslag til lov om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om kreditaftaler, lov om finansielle rådgivere, lov om pantebrevsselskaber, lov om realkreditlån og realkreditobligationer m.v. og forskellige andre love. (Ret til basal indlånskonto, gennemførelse af ændringer til gennemsigtighedsdirektivet, modernisering af reglerne for indsendelse af årsrapporter, udvidelse af forsikringsselskabers drift af anden virksomhed, præcisering af regulering af refinansieringsrisiko for realkreditobligationer m.v. og gennemførelse af boligkreditdirektivet m.v.).","Proposal for a law amending the law on securities trading etc., law on financial business, law on credit agreements, law on financial advisors, law on mortgage bond companies, law on mortgage loans and mortgage bonds, etc., and various other laws. (Right to basic deposit accounts, implementation of amendments to the transparency directive, modernisation of the rules for submission of annual reports, extension of the operation of other activities of insurance companies, clarification of the regulation of refinancing risk on mortgage bonds, etc., and implementation of the Housing Credit Directive, etc.).",2015-04-21 13:00:00
2542,Forslag til lov om anlæg af motorvej syd om Regstrup.,Proposal for a law on the construction of the south motorway on Regstrup.,2015-04-21 13:00:00
2543,Forslag til lov om ændring af lov om anlæg af en jernbanestrækning København-Ringsted over Køge. (Bemyndigelse til etablering af niveaufri udfletning ved Ny Ellebjerg med dertilhørende anlæg).,Proposal for a law amending the law on the construction of a railway line Copenhagen-Ringsted over Køge.,2015-04-21 13:00:00
2544,"Forslag til lov om ændring af lov om miljøbeskyttelse og lov om planlægning. (Bemyndigelse til at fastsætte regler om anmeldelse, om vilkår for etablering og drift og om sagsbehandling).","Proposal for a law amending the Law on Environmental Protection and the Law on Planning. (Authorisation to lay down rules on notification, on conditions of establishment and operation and on procedures).",2015-04-21 13:00:00
2545,Forslag til lov om ændring af lov om vandforsyning m.v. og lov om afgift af ledningsført vand. (Grundvandskortlægning efter 2015 og nedsættelse og forlængelse af bidrag til drikkevandsbeskyttelse m.v.).,"Proposal for a law amending the Law on water supply, etc. and the Law on the tax on water supply. (Grand water mapping after 2015 and reduction and extension of contributions to drinking water protection, etc.).",2015-04-21 13:00:00
2546,Forslag til lov om ændring af lov om planlægning. (Midlertidige opholdssteder til flygtninge).,Draft law amending the law on planning. (Temporary residences for refugees).,2015-04-21 13:00:00
2547,"Forslag til lov om ændring af dyreværnsloven og lov om dyrlæger. (Forbud mod seksuel omgang eller seksuelle handlinger med dyr, forbud mod salg af hunde på markeder, avl af familie- og hobbydyr, ændret rådsstruktur m.v.).","Proposal for a law amending the Animal Protection Act and the Veterinary Act (Prohibits against sexual relations or acts involving animals, ban on the sale of dogs on markets, breeding of family and hobby animals, modified council structure, etc.).",2015-04-21 13:00:00
2551,Forslag til lov om ændring af lov om kommunal udligning og generelle tilskud til kommuner. (Nedsættelse af færgetakster for godstransport til og fra øer).,Proposal for a law amending the law on municipal compensation and general subsidies to municipalities. (Reduction of ferry tariffs for the carriage of goods to and from islands).,2015-04-28 13:00:00
2552,Forslag til lov om internationale sikkerhedsrettigheder i flymateriel.,Proposal for a law on international safety rights in aircraft equipment.,2015-04-28 13:00:00
2553,Forslag til lov om ændring af lov om jordbrugets anvendelse af gødning og om plantedække. (Justering af reglerne om plantedække m.v.).,"Proposal for a law amending the law on the use of fertilizers in agriculture and on plant cover. (Adjusting the rules on plant cover, etc.).",2015-04-28 13:00:00
2554,Forslag til lov om anlæg og drift af en fast forbindelse over Femern Bælt med tilhørende landanlæg i Danmark.,Proposal for a law on the construction and operation of a fixed link over Fehmarnbelt and related landworks in Denmark.,2015-04-28 13:00:00
2555,"Forslag til lov om ændring af lov om Sund og Bælt Holding A/S, lov om projektering af fast forbindelse over Femern Bælt med tilhørende landanlæg i Danmark og selskabsskatteloven. (Ophævelse af særbestemmelser vedrørende skat).","Proposal for a law amending the Law on Sund and Bælt Holding A/S, the Law on the design of fixed link over Femern Bælt and related landworks in Denmark and the Corporate Tax Act.",2015-04-28 13:00:00
2556,"Forslag til lov om ændring af lov om apoteksvirksomhed og lov om tinglysning. (Friere adgang til oprettelse m.v. af apoteksfilialer, veterinærafdelinger og apoteksudsalg, ændret procedure for Sundhedsstyrelsens meddelelse af apotekerbevilling og bidrag ved ansættelse af sygehusapotekere, ophævelse af apotekeres adgang til statsgaranti ved lånoptagelse m.v.).","Proposal for a law amending the law on pharmacy and the law on registration. (Freer access to the establishment, etc. of pharmacy branches, veterinary departments and pharmacy sales, amended procedure for the Danish Health Service's notification of pharmacists' authorization and contribution to the recruitment of hospital pharmacists, abolition of pharmacists' access to the State guarantee on borrowing, etc.).",2015-04-28 13:00:00
